agent_code,agent_dob,agent_doj,agent_status,agent_education,agent_age,agent_tenure_days,agent_persistency,last_6_month_submissions,average_premium,is_reinstated,prev_persistency,num_complaints,target_completion_perc,has_contacted_in_last_6_months
60418735,06-07-1981,20-03-2018,Active,Some College,39,975,0.98,45,553,0,0,8,0.87,0
60340640,11-04-1979,09-01-2016,Active,Lt High School,42,1761,0.77,52,743,0,0,25,0.95,1
60508781,15-12-1991,13-10-2020,Active,Graduate,29,44,0.6,40,435,0,0,7,0.93,1
60323725,30-08-1963,28-07-2015,Active,Graduate,57,1948,0.7,47,1636,1,0.76,7,0.82,0
60509752,15-05-1983,30-10-2020,Active,High School,38,17,0.73,59,1982,0,0,0,0.92,1
60433597,09-06-1979,11-09-2018,Active,Graduate,41,793,0.82,52,2201,0,0,7,0.82,0
60480736,01-02-1988,29-11-2019,Active,High School,33,363,0.68,19,298,0,0,4,0.96,0
60495926,23-11-1983,12-06-2020,Active,Graduate,37,168,0.91,46,597,0,0,8,0.83,1
60500887,16-11-1980,06-08-2020,Active,Some College,40,113,0.77,41,344,0,0,8,0.84,1
60509425,10-06-1992,22-10-2020,Active,High School,28,36,0.59,22,181,1,0.74,2,0.97,0
60465733,10-08-1995,24-07-2019,Active,Graduate,25,492,0.52,37,1262,0,0,2,0.92,1
60510391,01-06-1991,13-11-2020,Active,Graduate,29,3,0.76,32,491,1,0.64,2,0.87,1
60495278,15-06-1983,30-05-2020,Active,Lt High School,37,170,0.91,52,1341,0,0,13,0.81,1
60490258,25-08-1987,05-03-2020,Active,Some College,33,252,0.66,36,1288,0,0,7,0.95,1
60509810,29-07-1991,31-10-2020,Active,Some College,29,12,0.69,20,1487,1,0.65,8,0.83,1
60395658,,20-07-2017,Active,Some College,36,1211,0.89,55,1851,1,0.79,8,0.96,1
60510935,31-12-1989,26-11-2020,Active,High School,31,1,0.62,35,230,0,0,1,0.9,1
60282464,08-06-1988,27-02-2014,Active,Some College,32,2465,0.85,29,531,0,0,6,0.96,0
60487230,08-04-1988,04-02-2020,Active,High School,33,297,0.59,36,132,1,0.76,1,0.89,1
60472601,24-04-1987,18-09-2019,Active,High School,34,425,0.56,20,261,0,0,6,0.84,1
60507435,01-01-1974,29-09-2020,Active,Lt High School,47,48,0.93,40,573,0,0,9,0.82,1
60075925,14-06-1971,28-08-2007,Active,Graduate,49,4829,0.7,57,2877,0,0,7,0.89,1
60501690,17-05-1995,12-08-2020,Active,Lt High School,26,96,0.83,38,658,1,0.89,13,0.91,1
60000368,11-05-1971,20-09-2001,Active,Some College,50,6993,0.84,49,1075,0,0,6,0.82,0
60328210,15-08-1989,08-09-2015,Active,High School,31,1892,0.75,21,800,0,0,0,0.86,1
60501639,09-01-1989,12-08-2020,Active,Some College,32,92,0.71,36,914,0,0,8,0.93,0
60362321,09-10-1978,03-08-2016,Active,Graduate,42,1562,0.9,56,1193,0,0,5,0.84,1
60461704,08-06-1984,21-06-2019,Active,Some College,36,510,0.83,51,750,0,0,7,0.82,1
60470388,01-06-1969,29-08-2019,Active,Some College,51,441,0.99,51,420,0,0,8,0.9,0
60461140,01-04-1985,18-06-2019,Active,Graduate,36,528,0.84,42,454,0,0,2,0.94,1
60503820,20-11-1964,31-08-2020,Active,Some College,56,77,0.87,53,263,0,0,2,0.96,1
60505971,22-05-1982,18-09-2020,Active,Some College,39,59,0.84,45,430,0,0,6,0.84,1
60354569,15-06-1979,31-05-2016,Active,Graduate,41,1630,0.81,40,2991,0,0,8,0.86,0
60352389,05-11-1965,09-05-2016,Active,Lt High School,55,1652,0.86,55,521,0,0,14,0.87,0
60498219,10-06-1994,08-07-2020,Active,High School,26,132,0.68,22,718,1,0.62,5,0.92,1
60471399,06-08-1979,06-09-2019,Active,High School,41,438,0.78,59,1931,0,0,3,0.88,1
60509039,05-06-1991,16-10-2020,Active,High School,29,28,0.85,20,653,0,0,6,0.98,1
60504733,28-11-1994,08-09-2020,Active,Graduate,26,80,0.59,39,201,0,0,7,0.68,1
60460233,15-04-1966,07-06-2019,Active,Graduate,55,539,0.94,60,937,0,0,8,0.91,1
60442430,23-05-1975,14-12-2018,Active,High School,45,595,0.77,41,779,0,0,8,0.87,1
60497337,14-11-1991,27-06-2020,Active,Graduate,29,34,0.72,22,841,0,0,4,0.89,1
60499129,25-05-1974,18-07-2020,Active,Some College,46,13,0.72,43,771,0,0,7,0.86,0
60496013,24-09-1991,12-06-2020,Active,High School,29,45,0.57,17,249,0,0,5,0.91,1
60235043,10-06-1968,11-07-2012,Active,High School,52,2938,1,50,578,1,0.9,6,0.85,1
60317958,30-08-1977,11-06-2015,Active,High School,43,1873,0.88,48,2964,0,0,5,0.98,1
60431294,15-01-1970,18-08-2018,Active,Some College,51,709,0.9,56,472,0,0,6,0.88,1
60486317,26-01-1986,28-01-2020,Active,Graduate,35,181,0.95,59,521,0,0,6,0.83,1
60494946,11-01-1993,26-05-2020,Active,Some College,28,62,0.53,19,3478,0,0,2,0.93,1
60455215,24-06-1977,30-03-2019,Active,High School,43,485,0.88,45,1079,0,0,8,0.89,1
60497860,11-03-1980,03-07-2020,Active,Some College,40,24,0.9,58,389,0,0,5,0.98,1
60441080,15-06-1976,28-11-2018,Active,Graduate,44,607,0.72,46,561,0,0,8,0.88,1
60477569,01-03-1982,31-10-2019,Active,Some College,38,266,0.89,59,1421,1,0.78,5,0.81,1
60460321,04-05-1990,10-06-2019,Active,High School,30,413,0.9,24,944,0,0,8,0.95,1
60463996,02-10-1974,05-07-2019,Active,High School,46,388,0.87,42,300,1,0.97,3,0.94,1
60485902,03-12-1995,24-01-2020,Active,Some College,25,185,0.67,34,2876,0,0,7,0.81,1
60491613,26-09-1997,21-03-2020,Active,Lt High School,23,128,0.5,26,493,0,0,13,0.75,1
60363390,03-10-1978,17-08-2016,Active,Lt High School,42,1440,0.93,60,1311,0,0,27,0.84,1
60388084,13-06-1974,29-04-2017,Active,Some College,46,1185,0.93,53,4303,0,0,7,0.9,1
60471808,01-06-1987,11-09-2019,Active,Lt High School,33,320,0.78,17,543,0,0,11,0.88,0
60430050,18-06-1998,30-07-2018,Active,Some College,22,732,0.77,19,2607,1,0.7,1,0.93,0
60498438,10-08-1976,10-07-2020,Active,Graduate,44,21,0.98,41,1238,1,0.81,8,0.84,1
60483196,20-05-1980,24-12-2019,Active,Graduate,40,220,0.72,58,811,0,0,7,0.84,1
60500298,07-09-1987,29-07-2020,Active,Some College,33,2,0.54,31,312,1,0.59,0,0.96,1
60469140,29-10-1993,23-08-2019,Active,High School,27,339,0.85,34,519,0,0,0,0.88,0
60493938,01-12-1998,11-05-2020,Active,High School,22,77,0.71,34,1744,0,0,3,0.81,0
60468479,10-06-1995,15-08-2019,Active,Graduate,25,344,0.67,15,419,0,0,5,0.85,0
60505493,07-11-1998,15-09-2020,Active,High School,22,70,0.81,27,1875,0,0,6,0.97,1
60377517,30-03-1988,31-12-2016,Active,Some College,33,1396,0.83,19,818,1,0.6,6,0.88,1
60302096,30-06-1983,25-11-2014,Active,High School,37,2163,0.75,60,5492,0,0,0,0.83,0
60508884,09-11-1962,14-10-2020,Active,Some College,58,13,0.85,60,463,0,0,4,0.97,1
60446442,05-08-1990,23-01-2019,Active,Some College,30,652,0.59,34,631,1,0.69,7,0.71,1
60509008,14-06-1993,16-10-2020,Active,Graduate,27,36,0.6,34,514,1,0.79,5,0.89,0
60509626,03-03-1980,27-10-2020,Active,High School,41,25,0.77,47,420,0,0,0,0.84,1
60277889,10-08-1988,17-01-2014,Active,High School,32,2500,0.51,38,1261,0,0,8,0.8,1
60507679,18-06-1990,30-09-2020,Active,Some College,30,15,0.5,19,381,0,0,8,0.76,0
60404761,20-12-1968,24-10-2017,Active,Some College,52,1087,0.93,41,866,0,0,0,0.96,1
60030720,24-02-1955,23-12-2005,Active,Some College,66,5451,0.93,43,631,0,0,8,0.81,1
60377688,19-06-1998,05-01-2017,Active,Lt High School,22,1420,0.7,38,1380,0,0,8,0.92,1
60327982,07-05-1980,02-09-2015,Active,Lt High School,41,1911,0.79,46,1543,0,0,21,0.87,1
60437360,02-03-1997,22-10-2018,Active,Some College,24,725,0.71,24,462,0,0,5,0.97,0
60488946,10-03-1994,24-02-2020,Active,Some College,27,235,0.8,19,530,1,0.7,6,0.97,0
60351403,16-02-1990,21-04-2016,Active,Lt High School,31,1639,0.71,19,4886,0,0,25,0.89,0
60508744,01-06-1990,12-10-2020,Active,Some College,30,24,0.61,25,376,0,0,6,0.91,1
60509421,12-06-1979,22-10-2020,Active,Some College,41,14,0.9,59,382,0,0,5,0.89,1
60435209,06-05-1990,26-09-2018,Active,Some College,31,771,0.86,23,287,1,0.89,5,0.97,0
60490070,23-05-1961,29-02-2020,Active,High School,59,250,1,52,6489,1,0.81,8,0.82,0
60487413,31-08-1995,06-02-2020,Active,Graduate,25,273,0.67,25,610,0,0,7,0.94,1
60510652,02-03-1992,20-11-2020,Active,High School,29,1,0.58,28,250,0,0,3,0.87,1
60504696,18-10-1995,08-09-2020,Active,Lt High School,25,38,0.89,23,408,0,0,12,0.91,0
60176084,23-07-1979,18-05-2010,Active,Graduate,41,3804,0.88,52,2521,1,0.85,8,0.96,1
60411044,14-06-1983,28-12-2017,Active,High School,37,1023,0.92,51,1218,0,0,6,0.8,1
60416956,03-06-1987,27-02-2018,Active,Graduate,34,1002,0.75,33,1656,0,0,4,0.9,1
60490458,09-02-1985,06-03-2020,Active,Some College,35,144,0.83,51,407,0,0,7,0.83,1
60418522,10-06-1985,18-03-2018,Active,High School,35,863,0.75,47,1072,0,0,7,0.91,1
60475988,29-01-1985,18-10-2019,Active,High School,36,284,0.87,45,1529,1,0.9,8,0.81,0
60447660,05-06-1975,30-01-2019,Active,Graduate,45,545,1,43,11184,1,0.95,7,0.82,1
60499321,25-08-1992,21-07-2020,Active,Graduate,28,7,0.85,26,855,0,0,7,0.83,1
60477939,16-04-1999,06-11-2019,Active,Lt High School,21,268,0.83,21,934,0,0,13,0.87,0
60372094,01-01-1984,15-11-2016,Active,High School,37,1354,0.77,48,600,0,0,7,0.88,1
60496341,27-04-1994,18-06-2020,Active,Some College,26,43,0.61,24,540,0,0,8,0.96,1
60487741,01-01-2000,12-02-2020,Active,Some College,21,168,0.74,25,1116,0,0,5,0.88,1
60464682,06-10-1971,15-07-2019,Active,Some College,49,380,0.72,53,1711,1,0.8,6,0.88,1
60497087,11-04-1987,25-06-2020,Active,Some College,33,34,0.89,36,666,0,0,1,0.94,0
60479289,15-08-1990,20-11-2019,Active,High School,30,252,0.7,23,786,0,0,7,0.85,0
60086594,28-02-1969,13-12-2007,Active,Some College,51,4612,0.81,40,1840,1,0.8,5,0.81,1
60495940,05-06-1989,12-06-2020,Active,Graduate,31,46,0.75,30,574,1,0.79,8,0.8,1
60498506,23-05-1982,11-07-2020,Active,High School,38,17,0.74,59,587,0,0,0,0.86,0
60496943,01-02-1977,24-06-2020,Active,Graduate,44,34,0.98,50,988,0,0,5,0.94,1
60027711,24-02-1981,26-10-2005,Active,Graduate,39,5389,0.81,55,843,1,0.93,4,0.93,1
60497552,20-06-1995,29-06-2020,Active,Lt High School,25,29,0.56,17,483,0,0,8,0.6,1
60498990,02-06-1980,17-07-2020,Active,Lt High School,40,11,0.72,40,376,1,1,11,0.93,0
60218998,15-07-1986,15-09-2011,Active,Lt High School,34,3240,0.6,35,3073,0,0,26,0.85,1
60211652,16-06-1979,23-06-2011,Active,Lt High School,41,3323,0.77,48,1062,0,0,28,0.88,1
60477304,20-03-1980,30-10-2019,Active,High School,40,272,0.89,57,1467,0,0,4,0.83,1
60499444,05-05-1991,22-07-2020,Active,Graduate,29,6,0.62,29,675,0,0,6,0.88,1
60499464,05-12-1974,22-07-2020,Active,Graduate,46,6,0.81,44,1145,0,0,8,0.81,1
60458528,01-07-1978,23-05-2019,Active,Graduate,42,432,0.81,56,646,0,0,7,0.88,0
60467193,17-02-1988,30-07-2019,Active,Graduate,32,367,0.51,22,1394,0,0,8,0.85,1
60486485,20-06-1977,29-01-2020,Active,High School,43,184,0.74,49,566,1,0.99,0,0.97,0
60481193,31-08-1995,03-12-2019,Active,Some College,25,241,0.85,22,275,1,0.57,1,0.89,0
60500154,23-08-1991,28-07-2020,Active,Some College,29,3,0.84,27,672,0,0,3,0.92,0
60478584,26-05-1973,13-11-2019,Active,Graduate,47,259,0.72,58,1593,0,0,8,0.95,1
60483280,28-11-1980,24-12-2019,Active,High School,40,218,0.93,57,1475,0,0,3,0.91,1
60386292,05-08-1991,27-03-2017,Active,High School,29,1220,0.71,24,1359,1,0.65,6,0.92,1
60263321,16-05-1975,30-07-2013,Active,Graduate,45,2564,0.95,48,177,0,0,7,0.82,0
60279145,04-11-1992,28-01-2014,Active,Graduate,28,2376,0.58,27,250,0,0,4,0.86,1
60500395,29-03-1987,30-07-2020,Active,Lt High School,33,1,0.76,40,380,1,0.8,13,0.91,1
60396031,08-03-1982,22-07-2017,Active,Lt High School,38,1105,1,43,1831,0,0,23,0.9,0
60465334,03-03-1974,22-07-2019,Active,High School,46,375,0.91,52,378,1,0.74,4,0.82,1
60499442,07-06-1998,22-07-2020,Active,Some College,22,1,0.65,36,719,1,0.73,5,0.88,1
60375293,11-07-1956,19-12-2016,Active,Graduate,64,1317,0.91,48,1040,1,0.98,7,0.92,1
60268530,10-05-1972,23-09-2013,Active,Some College,48,2500,0.79,59,342,0,0,0,0.91,1
60493567,02-05-1999,03-05-2020,Active,Graduate,21,86,0.6,24,612,0,0,1,0.89,0
60456368,08-11-1980,27-04-2019,Active,Graduate,40,453,0.71,49,1318,0,0,7,0.85,1
60465765,07-06-1992,24-07-2019,Active,High School,28,365,0.79,27,260,0,0,7,0.86,1
60451144,01-05-1996,26-02-2019,Active,Graduate,24,513,0.51,35,322,0,0,5,0.87,0
60499478,18-03-1993,22-07-2020,Active,Graduate,27,1,0.76,40,1955,0,0,7,0.83,1
60494544,28-06-1991,18-05-2020,Active,Some College,29,65,0.67,35,1510,0,0,4,0.92,0
60472366,23-12-1988,17-09-2019,Inactive,Lt High School,32,310,0,0,298,0,0,10,0.69,1
60493585,20-04-2000,04-05-2020,Active,Lt High School,20,85,0.82,30,145,0,0,13,0.84,1
60421245,24-05-1985,23-04-2018,Active,High School,35,827,0.8,47,517,0,0,6,0.89,0
60425005,30-05-1965,13-06-2018,Active,Some College,55,776,0.76,43,537,0,0,0,0.8,0
60353098,20-12-1962,19-05-2016,Active,Some College,58,1531,0.97,56,337,0,0,0,0.95,1
60496198,15-08-1976,16-06-2020,Active,Graduate,44,42,0.96,56,1662,0,0,1,0.87,1
60496781,01-05-1990,23-06-2020,Active,Some College,30,30,0.57,21,492,0,0,3,0.93,1
60134307,31-12-1977,16-01-2009,Active,Some College,43,4206,0.87,45,673,1,0.79,7,0.84,1
60345282,13-03-1988,18-02-2016,Active,Graduate,32,1617,0.7,33,566,0,0,8,0.85,1
60467762,30-05-1997,13-08-2019,Active,Some College,23,351,0.72,21,413,1,0.67,2,0.92,1
60456877,08-04-1958,06-05-2019,Active,Lt High School,62,450,0.91,44,685,0,0,12,0.95,1
60321169,25-04-1979,06-07-2015,Active,Some College,41,1844,1,48,126,0,0,1,0.89,0
60437512,08-01-1978,22-10-2018,Active,Some College,43,640,0.76,41,1317,0,0,0,0.81,0
60495942,09-11-1983,12-06-2020,Active,High School,37,42,0.79,41,653,0,0,6,0.84,0
60477802,12-05-1990,05-11-2019,Active,Graduate,30,262,0.5,35,389,0,0,8,0.61,0
60439919,15-03-1973,20-11-2018,Active,Graduate,47,612,0.98,55,1712,1,0.81,0,0.93,0
60338633,09-07-1975,23-12-2015,Active,Some College,45,1675,0.93,44,710,0,0,8,0.81,0
60403462,05-12-1984,28-09-2017,Active,Graduate,36,1030,0.97,49,837,1,0.98,6,0.97,1
60496923,15-08-1991,24-06-2020,Active,Lt High School,29,30,0.89,38,1086,0,0,10,0.91,1
60496938,13-06-1993,24-06-2020,Active,Lt High School,27,35,0.67,37,303,1,0.81,8,0.83,1
60495532,17-10-1996,06-06-2020,Active,Lt High School,24,53,0.68,31,1217,0,0,11,0.86,1
60420032,17-05-1992,28-03-2018,Active,Lt High School,28,854,0.55,35,530,0,0,23,0.79,1
60429910,10-01-1972,30-07-2018,Active,High School,49,724,0.84,46,3025,0,0,7,0.84,0
60368611,26-11-1986,28-09-2016,Active,High School,34,1394,0.73,17,888,0,0,6,0.92,1
60497843,25-04-1991,03-07-2020,Active,Some College,29,20,0.54,34,1190,0,0,8,0.81,1
60361382,10-08-1982,29-07-2016,Active,Graduate,38,1456,0.9,46,1512,0,0,5,0.94,1
60469195,01-06-1976,23-08-2019,Active,Graduate,44,336,0.84,45,456,0,0,7,0.95,1
60496847,30-07-1972,23-06-2020,Active,Some College,48,31,0.73,50,242,1,0.86,5,0.98,1
60469284,08-11-1985,24-08-2019,Active,Some College,35,378,0.77,43,527,0,0,8,0.95,1
60476322,05-05-1990,22-10-2019,Active,Some College,30,298,0.62,17,599,0,0,4,0.89,0
60500150,06-12-1982,28-07-2020,Active,Some College,38,18,0.76,48,645,0,0,6,0.84,1
60456924,18-06-1958,06-05-2019,Active,Graduate,62,467,0.93,47,488,0,0,6,0.81,1
60496614,10-07-1995,20-06-2020,Active,Some College,25,57,0.82,23,351,1,0.72,8,0.92,0
60488886,20-06-1985,24-02-2020,Active,Some College,35,183,0.97,58,1022,0,0,5,0.84,0
60496140,02-05-1970,16-06-2020,Active,High School,50,70,0.92,49,2592,0,0,1,0.83,1
60483817,26-02-1986,28-12-2019,Active,Graduate,35,241,0.81,54,432,1,0.9,3,0.93,1
60477303,01-05-1984,30-10-2019,Active,Lt High School,36,296,0.8,58,834,0,0,12,0.92,1
60502963,03-11-1998,24-08-2020,Active,High School,22,5,0.8,28,737,0,0,3,0.96,1
60344409,04-06-1974,10-02-2016,Active,High School,46,1663,0.98,56,586,0,0,1,0.87,1
60499649,06-05-1991,24-07-2020,Active,High School,29,37,0.89,39,603,0,0,2,0.95,1
60461531,02-04-2000,20-06-2019,Active,High School,20,437,0.65,31,1794,1,0.58,5,0.86,1
60503429,13-02-1987,28-08-2020,Active,Graduate,34,2,0.53,24,326,0,0,4,0.92,0
60478061,05-10-1995,07-11-2019,Active,Some College,25,292,0.61,28,193,0,0,3,0.89,1
60499562,25-04-1985,23-07-2020,Active,Some College,35,37,0.87,40,346,1,0.72,0,0.89,0
60422295,01-07-1974,10-05-2018,Active,Lt High School,46,842,0.82,54,393,0,0,25,0.81,1
60199144,12-03-1976,13-01-2011,Active,High School,44,3516,0.84,42,571,0,0,8,0.87,1
60474462,02-04-1960,30-09-2019,Active,Graduate,60,335,0.99,55,387,0,0,8,0.94,1
60459302,26-06-1985,30-05-2019,Active,Some College,35,458,0.87,46,431,1,0.94,3,0.92,0
60326601,15-03-1955,25-08-2015,Active,High School,66,1832,0.78,49,103,1,0.72,3,0.92,1
60475090,13-03-1993,07-10-2019,Active,Graduate,27,328,0.84,26,279,1,0.87,7,0.93,1
60441069,25-08-1975,28-11-2018,Active,High School,45,640,0.79,53,928,0,0,4,0.87,0
60448619,29-04-1991,07-02-2019,Active,High School,29,569,0.8,25,595,0,0,4,0.9,1
60451103,25-04-1996,26-02-2019,Active,Graduate,24,566,0.56,20,911,0,0,3,0.87,1
60460378,12-08-1984,10-06-2019,Active,Graduate,36,462,0.82,48,2138,0,0,7,0.95,1
60413397,20-11-1987,23-01-2018,Active,Some College,33,966,0.76,30,868,0,0,6,0.91,1
60339793,07-05-1982,30-12-2015,Active,Lt High School,38,1721,0.86,53,860,0,0,24,0.83,0
60013311,01-03-1998,01-06-2004,Active,High School,23,5950,0.51,25,1784,1,0.68,3,0.91,0
60220394,20-07-1985,28-09-2011,Active,High School,35,3275,0.78,40,1435,0,0,7,0.9,0
60396281,20-08-1973,24-07-2017,Active,Lt High School,47,1149,0.72,51,2883,0,0,29,0.97,1
60487745,05-03-1987,12-02-2020,Active,Some College,33,195,0.56,26,3005,0,0,8,0.98,0
60441999,02-10-1992,10-12-2018,Active,Some College,28,624,0.62,38,367,0,0,6,0.98,1
60488241,10-06-1988,18-02-2020,Active,Graduate,32,181,0.82,28,885,1,0.58,5,0.84,0
60455412,25-12-1992,31-03-2019,Active,Graduate,28,506,0.59,23,1783,0,0,1,0.87,1
60418494,22-05-1989,18-03-2018,Active,High School,31,884,0.57,36,1329,0,0,6,0.85,0
60497915,22-11-1977,04-07-2020,Active,High School,43,45,0.79,42,1560,0,0,0,0.95,0
60498987,02-05-1981,17-07-2020,Active,Graduate,39,25,0.71,48,119,0,0,5,0.82,1
60462130,22-07-1977,25-06-2019,Active,High School,43,413,0.81,54,908,0,0,3,0.91,1
60501330,07-11-1986,10-08-2020,Active,Some College,34,1,0.61,32,810,0,0,0,0.88,0
60490631,17-03-1985,11-03-2020,Active,Graduate,35,153,0.91,52,1132,1,0.81,8,0.81,0
60470257,22-09-1979,29-08-2019,Active,High School,41,348,0.72,49,886,0,0,8,0.96,1
60500207,19-04-1996,29-07-2020,Active,Graduate,24,13,0.77,19,488,1,0.67,1,0.83,1
60501230,30-07-1984,08-08-2020,Active,High School,36,3,0.73,54,2957,0,0,8,0.9,1
60004387,19-01-1994,06-05-2003,Active,High School,27,6308,0.86,22,717,0,0,8,0.91,1
60432163,03-11-1982,25-08-2018,Active,Graduate,38,718,0.72,54,438,0,0,7,0.85,1
60270139,20-05-1978,30-09-2013,Active,Lt High School,42,2508,0.71,45,1337,0,0,28,0.81,0
60493964,06-04-1991,11-05-2020,Active,High School,29,93,0.75,16,141,0,0,0,0.98,1
60493066,11-06-1984,28-04-2020,Active,High School,36,106,1,49,1257,1,0.72,6,0.95,1
60476293,09-08-1985,22-10-2019,Active,Some College,35,295,0.77,49,501,0,0,7,0.89,0
60481819,18-02-1992,11-12-2019,Active,High School,29,248,0.69,25,1170,0,0,2,0.85,1
60497436,22-01-1985,29-06-2020,Active,Some College,36,47,0.72,45,4440,1,1,7,0.84,1
60423749,27-04-1962,28-05-2018,Active,Lt High School,58,810,0.94,47,1180,0,0,11,0.89,0
60499409,16-03-1989,21-07-2020,Active,Lt High School,31,25,0.66,27,199,0,0,10,0.88,0
60484863,28-02-1985,10-01-2020,Active,Lt High School,35,218,0.97,41,114,0,0,11,0.81,0
60498752,18-06-1986,15-07-2020,Active,Some College,34,34,0.58,38,223,0,0,6,0.93,0
60491340,11-05-1968,18-03-2020,Active,High School,52,153,0.97,47,162,0,0,0,0.97,1
60459089,22-06-1979,28-05-2019,Active,Some College,41,448,0.87,52,2082,0,0,3,0.87,1
60499712,06-06-1978,24-07-2020,Active,Lt High School,42,25,0.89,48,371,0,0,13,0.98,1
60501773,01-03-1975,12-08-2020,Active,Some College,45,3,0.99,43,353,1,0.75,8,0.96,0
60416132,31-05-1986,21-02-2018,Active,High School,34,907,0.73,18,598,0,0,5,0.94,1
60495156,23-11-1980,29-05-2020,Active,Graduate,40,79,0.91,42,240,0,0,0,0.92,1
60501293,10-11-1991,08-08-2020,Active,Graduate,29,8,0.74,31,1145,0,0,0,0.94,1
60374723,06-03-1974,12-12-2016,Active,Some College,46,1332,0.77,40,2855,0,0,1,0.86,0
60500261,31-12-1969,29-07-2020,Active,Graduate,51,7,0.9,59,210,0,0,0,0.97,1
60398604,28-04-1982,16-08-2017,Active,Some College,38,1090,0.94,42,655,1,0.86,5,0.92,1
60471417,05-04-1994,06-09-2019,Active,Graduate,26,339,0.62,39,944,0,0,8,0.86,0
60501400,05-06-1989,10-08-2020,Active,Lt High School,31,7,0.72,40,771,0,0,7,0.93,0
60498130,17-04-1992,07-07-2020,Active,High School,28,41,0.51,25,173,0,0,0,0.9,1
60488782,25-05-1972,22-02-2020,Active,Some College,48,167,0.82,42,1320,0,0,7,0.81,1
60310250,27-12-1979,09-03-2015,Active,Lt High School,41,2038,0.7,56,656,0,0,19,0.85,1
60501227,25-08-1976,08-08-2020,Active,Lt High School,44,59,0.78,56,591,1,0.85,8,0.85,1
60357461,02-08-1965,27-06-2016,Active,High School,55,1562,0.88,58,1421,0,0,7,0.95,1
60488085,20-08-1993,14-02-2020,Active,Lt High School,27,235,0.54,36,673,0,0,12,0.79,0
60356610,01-01-1979,22-06-2016,Active,Some College,42,1567,0.9,50,3953,1,0.75,3,0.88,1
60507474,07-09-1986,29-09-2020,Active,Graduate,34,7,0.85,25,436,0,0,3,0.8,1
60506402,04-03-1964,22-09-2020,Active,Graduate,57,14,0.93,40,1582,0,0,2,0.91,1
60508244,25-06-1990,30-09-2020,Active,Graduate,30,6,0.7,19,981,0,0,4,0.87,0
60475631,28-08-1994,13-10-2019,Active,Some College,26,359,0.7,20,652,1,0.61,5,0.81,1
60399980,31-01-1994,28-08-2017,Active,Graduate,27,1135,0.77,28,320,0,0,3,0.89,1
60322425,17-01-1969,21-07-2015,Active,Lt High School,52,1889,0.87,43,1115,0,0,19,0.89,1
60437942,04-05-1976,26-10-2018,Active,High School,44,696,0.73,53,1278,0,0,7,0.9,1
60402439,16-08-1980,22-09-2017,Active,Graduate,40,1074,0.74,54,3993,0,0,4,0.88,1
60501292,17-07-1995,08-08-2020,Active,High School,25,34,0.87,34,274,1,0.9,3,0.91,0
60368000,24-08-1987,26-09-2016,Active,High School,33,1446,0.63,39,1254,0,0,6,0.94,1
60504626,01-02-1995,08-09-2020,Active,Graduate,26,1,0.82,31,997,1,0.85,3,0.83,0
60285696,14-02-1983,12-04-2014,Active,High School,38,2354,0.79,58,5243,0,0,8,0.83,1
60204511,02-05-1971,11-03-2011,Active,High School,49,3482,0.91,50,1123,0,0,7,0.92,0
60503237,01-09-1957,26-08-2020,Active,Graduate,63,26,0.74,51,294,0,0,3,0.87,1
60460454,28-09-1974,11-06-2019,Active,Graduate,46,468,0.81,51,903,0,0,8,0.88,1
60497770,04-01-1983,30-06-2020,Active,Lt High School,38,83,0.96,44,592,0,0,13,0.88,1
60485415,10-06-1984,20-01-2020,Active,High School,36,253,0.87,60,1375,1,0.9,3,0.87,0
60418869,05-07-1965,21-03-2018,Active,Lt High School,55,923,0.89,53,468,0,0,12,0.81,1
60506868,03-03-2000,25-09-2020,Active,Some College,21,4,0.56,19,1195,0,0,1,0.93,0
60374730,06-05-1986,13-12-2016,Active,High School,34,1393,0.71,21,127,0,0,7,0.84,1
60499198,13-06-1991,20-07-2020,Active,Graduate,29,78,0.85,32,349,0,0,8,0.96,1
60183076,20-05-1978,11-08-2010,Active,Graduate,42,3709,0.89,56,655,0,0,6,0.95,1
60379496,19-05-1987,24-01-2017,Active,Lt High School,33,1351,0.62,38,430,0,0,18,0.93,1
60478228,01-07-1967,11-11-2019,Active,Some College,53,304,0.87,43,2589,0,0,8,0.8,0
60485602,16-08-1985,22-01-2020,Active,High School,35,232,0.91,60,317,0,0,8,0.82,0
60425859,06-05-1991,22-06-2018,Active,High School,29,811,0.82,23,1179,0,0,8,0.96,1
60504063,11-11-1993,03-09-2020,Active,Lt High School,27,7,0.89,39,502,0,0,10,0.96,1
60070742,05-02-1977,19-06-2007,Active,Some College,44,4832,0.89,45,1103,0,0,5,0.97,1
60460683,23-06-1992,13-06-2019,Active,Graduate,28,455,0.51,29,478,0,0,4,0.84,0
60502080,15-07-1990,16-08-2020,Active,Some College,30,44,0.5,36,917,0,0,8,0.82,1
60241885,20-09-1969,22-10-2012,Active,Some College,51,2899,0.93,55,460,0,0,1,0.95,0
60496941,20-12-1996,24-06-2020,Active,Lt High School,24,97,0.82,38,1366,0,0,9,0.91,1
60478366,12-08-1990,12-11-2019,Active,Some College,30,322,0.75,34,1275,0,0,4,0.91,1
60362329,13-07-1982,04-08-2016,Active,Graduate,38,1525,0.73,47,1119,1,0.75,7,0.89,1
60422606,15-07-1985,16-05-2018,Active,Lt High School,35,875,0.83,58,522,0,0,30,0.89,1
